gemid,GSB88_pop,GSB88_pop_8,GSB88_pop_10,GSB94_pop,GSB94_pop_8,GSB94_pop_10,GSB98_pop,GSB98_pop_8,GSB98_pop_10,GSB05_pop,GSB05_pop_8,GSB05_pop_10,GSB09_pop,GSB09_pop_8,GSB09_pop_10,GSB17_pop,GSB17_pop_8,GSB17_pop_10,GSB88_kant,GSB94_kant,GSB98_kant,GSB05_kant,GSB09_kant,GSB17_kant,GSB88_spr,GSB94_spr,GSB98_spr,GSB05_spr,GSB09_spr,GSB17_spr,GSB23_bez,GSB23_kant,GSB23_pop,GSB23_spr,GSB23_bezname,GSB23_Q52,GSB17_Q58,GSB23_Q9,GSB17_Q7,GSB23_Q7,GSB17_Q6
1625,644,3,3,673,3,3, , , ,720,3,3,720,3,3, , , ,8,8,8,8,8, ,1,1, ,1,1, ,,,,,,, ,, ,, 
1626,507,3,3,500,3,3,481,2,2,354,2,2,335,2,2, , , ,8,8,8,8,8, ,1,1,1,1,1, ,,,,,,, ,, ,, 
1627,2645,5,5,2620,5,5,2605,5,5,2447,5,5,2365,5,5, , , ,8,8,8,8,8, ,1,1,1,1,1, ,,,,,,, ,, ,, 
1628,369,2,2, , , ,410,2,2,421,2,2,482,2,2, , , ,8,8,8,8,8, ,1,1,1,1,1, ,,,,,,, ,, ,, 
1629,258,2,2,258,2,2,282,2,2,297,2,2,307,2,2, , , ,8,8,8,8,8, ,1,1,1,1,1, ,,,,,,, ,, ,, 
1630, , , , , , , , , , , , , , , ,18053,7,7, , , , , ,8, , , , , ,1,800.0,8.0,19428.0,1.0,Kt. Glarus,2.0,1,4.0,5,2.0,2
1631, , , , , , , , , , , , , , , ,9576,6,6, , , , , ,8, , , , , ,1,800.0,8.0,9528.0,1.0,Kt. Glarus,2.0, ,2.0, ,2.0, 
1632, , , , , , , , , , , , , , , ,12512,7,7, , , , , ,8, , , , , ,1,800.0,8.0,12515.0,1.0,Kt. Glarus,2.0,7,4.0,2,1.0,1
1701,16147,7,7,17000,7,7,17638,7,7,20534,8,8,21524,8,8,24124,8,8,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,24996.0,1.0,Kt. Zug,2.0, ,4.0,5,1.0,1
1702,10861,7,7,11950,7,7,12267,7,7,13580,7,7,14259,7,7,16211,7,7,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,17643.0,1.0,Kt. Zug,2.0, ,2.0, ,2.0, 
1703,5641,6,6, , , ,6825,6,6,8001,6,6,8301,6,6,8827,6,6,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,8948.0,1.0,Kt. Zug,2.0,1,3.0,3,2.0,2
1704,4197,5,5,4000,5,5,4357,5,5,4318,5,5,4369,5,5,4467,5,5,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,4615.0,1.0,Kt. Zug,2.0,4,1.0,3,2.0,5
1705,1544,4,4,1500,4,4,1871,4,4,2001,5,5,1970,4,4,2219,5,5,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,2340.0,1.0,Kt. Zug,2.0,3,2.0,5,2.0,2
1706,4025,5,5, , , , , , ,5001,6,6,5356,6,6,5993,6,6,9,9,9,9,9,9,1,1, ,1,1,1,900.0,9.0,6415.0,1.0,Kt. Zug,2.0,2,99.0,1,1.0,1
1707,5414,6,6,5600,6,6, , , ,8392,6,6,8702,6,6,10353,7,7,9,9,9,9,9,9,1,1, ,1,1,1,900.0,9.0,11253.0,1.0,Kt. Zug,2.0,3,4.0,1,2.0,1
1708,7207,6,6,7430,6,6,8030,6,6,8772,6,6,8746,6,6,9733,6,6,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,10308.0,1.0,Kt. Zug,2.0,3,4.0,1,99.0,5
1709,6151,6,6,6563,6,6,6767,6,6,7602,6,6,7894,6,6,8575,6,6,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,9243.0,1.0,Kt. Zug,0.0,4,-99.0,1,-99.0,1
1710,2654,5,5,2821,5,5, , , ,3326,5,5,3485,5,5,3625,5,5,9,9,9,9,9,9,1,1, ,1,1,1,900.0,9.0,3934.0,1.0,Kt. Zug,2.0, ,5.0, ,1.0, 
1711,21705,8,8,22000,8,8,22869,8,8,23717,8,8,25778,8,8,29798,8,8,9,9,9,9,9,9,1,1,1,1,1,1,900.0,9.0,31469.0,1.0,Kt. Zug,0.0,2,0.0,1,0.0,5
2001,405,2,2,400,2,2,434,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2002,130,1,1, , , ,182,1,1,221,1,1, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2003,93,1,1,105,1,1,113,1,1,129,1,1, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2004,229,1,1, , , ,254,2,2,276,2,2,353,2,2, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2005,405,2,2,415,2,2,420,2,2,540,3,3,620,3,3, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2006, , , ,100,1,1, , , , , , , , , , , , ,10,10, , , , ,2,2, , , , ,,,,,,, ,, ,, 
2007,70,1,1, , , , , , ,59,1,1, , , , , , ,10,10,10,10, , ,2,2, ,2, , ,,,,,,, ,, ,, 
2008,208,1,1, , , , , , ,290,2,2,328,2,2,459,2,2,10,10,10,10,10,10,2,2, ,2,2,2,1001.0,10.0,513.0,2.0,La Broye,2.0,1,4.0,2,2.0,2
2009,229,1,1, , , , , , ,268,2,2,344,2,2,388,2,2,10,10,10,10,10,10,2,2, ,2,2,2,,,,,,,2,,2,,3
2010,513,3,3, , , ,653,3,3,843,3,3,1006,4,4, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2011,796,3,3,850,3,3,897,3,3,957,3,3,1370,4,4,1690,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,1942.0,2.0,La Broye,2.0, ,3.0, ,2.0, 
2012,373,2,2,401,2,2,408,2,2,443,2,2, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2013,1973,4,4,2100,5,5,2139,5,5,2286,5,5,2504,5,5, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2014,539,3,3,560,3,3,569,3,3,663,3,3,707,3,3, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2015,3808,5,5,3879,5,5,4141,5,5,4454,5,5,4846,5,5, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2016,465,2,2,555,3,3,561,3,3,700,3,3,802,3,3,977,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,1180.0,2.0,La Broye,2.0,1,3.0,1,2.0,1
2017,231,1,1,242,1,1,220,1,1,283,2,2,343,2,2, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2018,294,2,2, , , , , , ,369,2,2, , , , , , ,10,10,10,10, , ,2,2, ,2, , ,,,,,,, ,, ,, 
2019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,, ,, ,, 
2020,139,1,1,159,1,1, , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,, ,, ,, 
2022,328,2,2, , , , , , ,631,3,3,728,3,3,1032,4,4,10,10,10,10,10,10,2,2, ,2,2,2,1001.0,10.0,1118.0,2.0,La Broye,2.0,2,99.0,99,2.0,2
2023,99,1,1, , , ,137,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2024,354,2,2,400,2,2,510,3,3,553,3,3,601,3,3, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2025,286,2,2,340,2,2,337,2,2,384,2,2,853,3,3,1162,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,1217.0,2.0,La Broye,0.0,1,0.0,2,0.0,5
2026,384,2,2,435,2,2,497,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2027,263,2,2,263,2,2,273,2,2,283,2,2,320,2,2,408,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,437.0,2.0,La Broye,0.0,1,0.0,2,0.0,3
2028,464,2,2,427,2,2,447,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2, , , ,,,,,,, ,, ,, 
2029,754,3,3,850,3,3,839,3,3,1932,4,4,2020,5,5,2405,5,5,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,2932.0,2.0,La Broye,2.0, ,4.0, ,2.0, 
2031,204,1,1,210,1,1,248,1,1,302,2,2, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2032,438,2,2,170,1,1,355,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2033,123,1,1,130,1,1,130,1,1,144,1,1,154,1,1, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2034,362,2,2,425,2,2, , , ,440,2,2,533,3,3, , , ,10,10,10,10,10, ,2,2, ,2,2, ,,,,,,, ,, ,, 
2035,275,2,2,285,2,2,299,2,2,317,2,2,333,2,2,407,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,487.0,2.0,La Broye,1.0,1,99.0,3,2.0,2
2036,212,1,1,257,2,2,253,2,2,307,2,2, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2037,59,1,1,56,1,1,62,1,1,66,1,1, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2038,59,1,1, , , , , , ,62,1,1,65,1,1,69,1,1,10,10,10,10,10,10,2,2, ,2,2,2,1001.0,10.0,101.0,2.0,La Broye,0.0, ,0.0, ,0.0, 
2039,216,1,1,240,1,1,247,1,1,251,2,2,312,2,2, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2040,167,1,1, , , ,211,1,1,213,1,1,211,1,1, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2041,1027,4,4,1106,4,4,1211,4,4,1315,4,4,1372,4,4,1706,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,1929.0,2.0,La Broye,2.0, ,4.0,5,1.0,5
2042,144,1,1, , , ,186,1,1,208,1,1, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2043,154,1,1,152,1,1,155,1,1,176,1,1,245,1,1,278,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,319.0,2.0,La Broye,0.0,1,99.0,1,1.0,1
2044,228,1,1,245,1,1,229,1,1,236,1,1,296,2,2,712,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,1208.0,2.0,La Broye,0.0, ,-99.0, ,-99.0, 
2045,240,1,1, , , ,286,2,2,296,2,2,326,2,2,412,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1001.0,10.0,501.0,2.0,La Broye,2.0,1,99.0,2,99.0,2
2046,219,1,1, , , ,238,1,1,243,1,1, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2047,244,1,1,256,2,2,274,2,2,266,2,2,305,2,2, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2049,157,1,1,176,1,1,177,1,1,165,1,1,171,1,1, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2050, , , , , , , , , ,1118,4,4,1211,4,4,1423,4,4, , , ,10,10,10, , , ,2,2,2,1001.0,10.0,1586.0,2.0,La Broye,2.0, ,3.0,2,2.0,1
2051, , , , , , , , , , , , ,848,3,3,1086,4,4, , , , ,10,10, , , , ,2,2,1001.0,10.0,1309.0,2.0,La Broye,2.0, ,1.0,3,2.0,3
2052, , , , , , , , , , , , ,986,3,3, , , , , , , ,10, , , , , ,2, ,,,,,,, ,, ,, 
2053, , , , , , , , , , , , , , , ,5402,6,6, , , , , ,10, , , , , ,2,1001.0,10.0,5844.0,2.0,La Broye,2.0,5,3.0,2,2.0,2
2054, , , , , , , , , , , , , , , ,9435,6,6, , , , , ,10, , , , , ,2,1001.0,10.0,10133.0,2.0,La Broye,2.0,6,3.0,1,2.0,2
2055, , , , , , , , , , , , , , , ,2222,5,5, , , , , ,10, , , , , ,2,1001.0,10.0,2405.0,2.0,La Broye,0.0, ,0.0,2,0.0,2
2061,142,1,1,147,1,1,161,1,1,220,1,1,264,2,2,282,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,288.0,2.0,La Glâne,1.0,1,99.0,2,1.0,3
2062,182,1,1,210,1,1,235,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2063,410,2,2,331,2,2,400,2,2,605,3,3,644,3,3,729,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,883.0,2.0,La Glâne,2.0, ,5.0, ,2.0, 
2064,58,1,1,69,1,1, , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,, ,, ,, 
2066,156,1,1,167,1,1,191,1,1,222,1,1,247,1,1,277,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,334.0,2.0,La Glâne,0.0, ,0.0,1,0.0,1
2067,324,2,2,340,2,2,357,2,2,348,2,2,339,2,2,385,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,354.0,2.0,La Glâne,2.0,2,99.0,1,99.0,2
2068,432,2,2,482,2,2,506,3,3,585,3,3,658,3,3,823,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,884.0,2.0,La Glâne,2.0,2,4.0,1,2.0,1
2069,354,2,2, , , ,396,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2070,226,1,1,251,2,2,246,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2071,40,1,1,41,1,1,45,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2072,227,1,1, , , , , , ,264,2,2,277,2,2,332,2,2,10,10,10,10,10,10,2,2, ,2,2,2,1002.0,10.0,380.0,2.0,La Glâne,0.0,1,99.0,3,2.0,2
2074,123,1,1,135,1,1,149,1,1,175,1,1, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2075,130,1,1, , , , , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2077,163,1,1, , , , , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2079,160,1,1, , , ,167,1,1,149,1,1,162,1,1,185,1,1,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,213.0,2.0,La Glâne,0.0, ,0.0,2,0.0, 
2080, , , ,119,1,1, , , , , , , , , , , , ,10,10, , , , ,2,2, , , , ,,,,,,, ,, ,, 
2081,348,2,2,353,2,2,365,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2082,48,1,1, , , , , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2083,357,2,2, , , ,364,2,2,393,2,2, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2085,32,1,1,40,1,1,47,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2086,382,2,2, , , , , , ,422,2,2,427,2,2,510,3,3,10,10,10,10,10,10,2,2, ,2,2,2,1002.0,10.0,586.0,2.0,La Glâne,2.0,1,4.0, ,2.0, 
2087,576,3,3,613,3,3, , , ,939,3,3,989,3,3,997,3,3,10,10,10,10,10,10,2,2, ,2,2,2,1002.0,10.0,1081.0,2.0,La Glâne,0.0,1,0.0,3,0.0,3
2088,300,2,2,338,2,2,323,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2089,168,1,1,334,2,2,153,1,1,219,1,1,362,2,2,389,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,493.0,2.0,La Glâne,2.0,7,99.0,1,2.0,3
2090, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,, ,, ,, 
2091,141,1,1,143,1,1,133,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2092,50,1,1,54,1,1,55,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2093,302,2,2, , , , , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2094,213,1,1,218,1,1,252,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2095,223,1,1, , , ,253,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2096,4098,5,5,4050,5,5,3960,5,5,4030,5,5,4272,5,5,5199,6,6,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,5593.0,2.0,La Glâne,0.0, ,0.0, ,0.0, 
2097,444,2,2,560,3,3,553,3,3,1078,4,4,1211,4,4,1500,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,1588.0,2.0,La Glâne,2.0,2,99.0,5,3.0,1
2099,848,3,3,858,3,3,909,3,3,1879,4,4,1994,4,4,2213,5,5,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,2528.0,2.0,La Glâne,0.0, ,99.0,2,99.0,2
2100,164,1,1, , , ,210,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2101,317,2,2,335,2,2,359,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2102,492,2,2, , , , , , ,1552,4,4,1722,4,4,3030,5,5,10,10,10,10,10,10,2,2, ,2,2,2,1002.0,10.0,3486.0,2.0,La Glâne,0.0,1,99.0,2,2.0,5
2103,311,2,2, , , , , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2105,253,2,2,260,2,2, , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2107,242,1,1, , , ,348,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2108,302,2,2,350,2,2,351,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2109,419,2,2,430,2,2,429,2,2,498,2,2, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2110,173,1,1,182,1,1,174,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2111,897,3,3,960,3,3,908,3,3,919,3,3,943,3,3,1284,4,4,10,10,10,10,10,10,2,2,2,2,2,2,,,,,,, ,,2,,2
2112,261,2,2,304,2,2,338,2,2,376,2,2,594,3,3, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2113,492,2,2,510,3,3,530,3,3,1860,4,4,1900,4,4,2270,5,5,10,10,10,10,10,10,2,2,2,2,2,2,1002.0,10.0,2381.0,2.0,La Glâne,0.0,2,0.0,1,0.0,1
2114, , , , , , , , , ,1153,4,4,1222,4,4,1347,4,4, , , ,10,10,10, , , ,2,2,2,1002.0,10.0,1512.0,2.0,La Glâne,2.0,1,99.0, ,99.0,2
2115, , , , , , , , , ,697,3,3,772,3,3,896,3,3, , , ,10,10,10, , , ,2,2,2,1002.0,10.0,1058.0,2.0,La Glâne,2.0,1,99.0,2,99.0,1
2116, , , , , , , , , , , , ,881,3,3,971,3,3, , , , ,10,10, , , , ,2,2,,,,,,,2,,2,,2
2121,632,3,3, , , , , , ,1433,4,4,1435,4,4,1540,4,4,10,10,10,10,10,10,2,2, ,2,2,2,1003.0,10.0,1664.0,2.0,La Gruyère,2.0, ,99.0, ,2.0, 
2122,367,2,2,380,2,2,415,2,2,1469,4,4,1568,4,4,1801,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,1973.0,2.0,La Gruyère,0.0,4,99.0,2,99.0,1
2123,227,1,1,250,2,2,264,2,2,329,2,2,466,2,2,569,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,733.0,2.0,La Gruyère,2.0,9,99.0,2,2.0,1
2124,2039,5,5,2065,5,5,2001,5,5,2102,5,5,2204,5,5,2632,5,5,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,2649.0,2.0,La Gruyère,2.0, ,5.0,3,2.0,3
2125,9062,6,6, , , , , , ,12230,7,7,17494,7,7,22520,8,8,10,10,10,10,10,10,2,2, ,2,2,2,1003.0,10.0,25722.0,2.0,La Gruyère,2.0,2,3.0,5,1.0,5
2126,337,2,2,360,2,2,338,2,2,362,2,2,326,2,2, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2127,1431,4,4,1380,4,4,1533,4,4,1635,4,4,1772,4,4, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2128,187,1,1, , , ,196,1,1,221,1,1,234,1,1,276,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,348.0,2.0,La Gruyère,2.0, ,3.0, ,2.0, 
2129,338,2,2,343,2,2,340,2,2,373,2,2,389,2,2,857,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,1021.0,2.0,La Gruyère,-99.0,9,99.0,1,99.0,1
2130,204,1,1,225,1,1,243,1,1,290,2,2,274,2,2,333,2,2,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,449.0,2.0,La Gruyère,2.0,4,5.0,1,1.0,1
2131,416,2,2,440,2,2,577,3,3,593,3,3,662,3,3,802,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,839.0,2.0,La Gruyère,2.0,3,4.0,1,2.0,1
2132,430,2,2, , , ,451,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2133,273,2,2,306,2,2,306,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2134,564,3,3,560,3,3,600,3,3,644,3,3,684,3,3,812,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,871.0,2.0,La Gruyère,0.0, ,0.0, ,-99.0, 
2135,1460,4,4,1456,4,4,1478,4,4,1597,4,4,1753,4,4,2194,5,5,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,2282.0,2.0,La Gruyère,2.0, ,4.0, ,2.0, 
2136,486,2,2,515,3,3,613,3,3, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2137,363,2,2, , , ,418,2,2,516,3,3,547,3,3,663,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,702.0,2.0,La Gruyère,2.0,1,5.0,2,2.0,4
2138,698,3,3,780,3,3,759,3,3,713,3,3,706,3,3,671,3,3,10,10,10,10,10,10,1,1,1,1,1,1,1003.0,10.0,636.0,1.0,La Gruyère,0.0, ,0.0,3,0.0,3
2139,178,1,1,200,1,1,191,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2140,949,3,3,780,3,3, , , ,1368,4,4,1544,4,4,1869,4,4,10,10,10,10,10,10,2,2, ,2,2,2,1003.0,10.0,2071.0,2.0,La Gruyère,2.0, ,3.0,5,2.0, 
2141,201,1,1, , , , , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2142,265,2,2,275,2,2,266,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2143,442,2,2,428,2,2,463,2,2,581,3,3,605,3,3,587,3,3,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,661.0,2.0,La Gruyère,1.0, ,3.0, ,2.0, 
2144,351,2,2, , , , , , , , , , , , , , , ,10,10,10, , , ,2,2, ,2, , ,,,,,,, ,, ,, 
2145,715,3,3, , , ,902,3,3,999,3,3,1069,4,4,1168,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,1372.0,2.0,La Gruyère,0.0,4,0.0, ,0.0,3
2146,236,1,1,235,1,1,267,2,2, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2147,379,2,2, , , , , , ,506,3,3,564,3,3,585,3,3,10,10,10,10,10,10,2,2, ,2,2,2,1003.0,10.0,630.0,2.0,La Gruyère,2.0, ,99.0,1,1.0,1
2148,1347,4,4,1367,4,4,1547,4,4,1904,4,4,2014,5,5,2496,5,5,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,2874.0,2.0,La Gruyère,0.0,5,0.0,1,0.0,1
2149,1145,4,4, , , , , , ,1316,4,4,1395,4,4,1643,4,4,10,10,10,10,10,10,2,2, ,2,2,2,1003.0,10.0,1829.0,2.0,La Gruyère,0.0, ,4.0,1,2.0,5
2150,202,1,1,238,1,1,247,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2151,128,1,1, , , ,128,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2152,504,3,3,540,3,3,566,3,3,1270,4,4,1343,4,4,1444,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,1448.0,2.0,La Gruyère,0.0,1,0.0,3,0.0,2
2153,693,3,3, , , ,777,3,3,821,3,3,931,3,3,1082,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,1105.0,2.0,La Gruyère,2.0, ,4.0,4,1.0, 
2154,2924,5,5,3089,5,5,3255,5,5,3541,5,5, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2155,784,3,3, , , ,811,3,3,895,3,3,946,3,3,1045,4,4,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,1116.0,2.0,La Gruyère,2.0, ,99.0,3,2.0,4
2156,81,1,1,90,1,1,102,1,1,121,1,1, , , , , , ,10,10,10,10, , ,2,2,2,2, , ,,,,,,, ,, ,, 
2158,159,1,1,159,1,1,161,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2159,198,1,1,212,1,1,229,1,1,244,1,1,261,2,2, , , ,10,10,10,10,10, ,2,2,2,2,2, ,,,,,,, ,, ,, 
2160,1468,4,4, , , ,1609,4,4,1740,4,4,1946,4,4,2296,5,5,10,10,10,10,10,10,2,2,2,2,2,2,1003.0,10.0,2541.0,2.0,La Gruyère,2.0,3,2.0,5,99.0,5
2161,217,1,1,215,1,1,246,1,1, , , , , , , , , ,10,10,10, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
2162, , , , , , , , , ,1033,4,4,1085,4,4,1324,4,4, , , ,10,10,10, , , ,2,2,2,1003.0,10.0,1598.0,2.0,La Gruyère,2.0, ,99.0, ,2.0, 
2163, , , , , , , , , , , , , , , ,2434,5,5, , , , , ,10, , , , , ,2,1003.0,10.0,2620.0,2.0,La Gruyère,2.0,1,4.0,1,99.0,1
